"Time","Source","Destination","Source Port","Destination Port","Protocol","ICMP Type","Length","Flags"
"75.884366","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"75.884494","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"75.884518","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"75.918780","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"75.918994","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"75.919032","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"75.925522","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"75.940398","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"75.940479","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"75.950117","49.44.226.76","192.168.42.42","443","62471","TLSv1.3","","1424","0x010"
"75.950491","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"75.950512","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"75.950866","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"75.965878","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"75.965925","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"75.991043","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"75.991246","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"75.991285","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"75.991617","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"76.010030","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"76.010108","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"76.010372","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"76.032906","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"76.032992","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"76.033101","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"76.045654","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"76.045730","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"76.077659","49.44.226.76","192.168.42.42","443","62471","TLSv1.3","","1424","0x010"
"76.077789","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"76.077825","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"76.077992","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"76.078366","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"76.078390","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"76.078749","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"76.099772","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"76.099835","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"76.099887","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"76.103992","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"76.104016","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"76.104364","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"76.140784","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"76.140868","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"76.155123","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"76.155166","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"76.155186","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"76.168391","49.44.226.76","192.168.42.42","443","62471","TLSv1.3","","1424","0x010"
"76.169996","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"76.170031","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"76.189637","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"76.189867","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"76.189896","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"76.191490","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"76.192238","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"76.192260","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"76.218405","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"76.218996","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"76.219032","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"76.234498","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"76.249414","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"76.249507","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"76.249612","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"76.260629","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"76.260684","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"76.260770","49.44.226.76","192.168.42.42","443","62471","TLSv1.3","","1424","0x018"
"76.270444","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"76.270560","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"76.285034","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"76.285168","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"76.285203","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"76.300658","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"76.309780","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"76.309861","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"76.312745","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"76.332527","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"76.332604","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"76.332746","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"76.350744","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"76.350770","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"76.350991","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"76.362740","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"76.362763","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"76.362865","49.44.226.76","192.168.42.42","443","62471","TLSv1.3","","1424","0x018"
"76.378400","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"76.378477","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"76.378575","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"76.390870","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"76.390902","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"76.394115","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"76.394364","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"76.394384","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"76.432892","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"76.454907","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"76.454983","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"76.455040","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"76.455491","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"76.455513","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"76.455866","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"76.456115","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"76.456136","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"76.475784","49.44.226.76","192.168.42.42","443","62471","TLSv1.3","","1424","0x018"
"76.487508","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"76.487556","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"76.487666","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"76.495242","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"76.495270","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"76.524280","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"76.524405","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"76.524437","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"76.524740","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"76.532783","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"76.532859","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"76.532998","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"76.555891","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"76.555952","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"76.588662","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"76.588804","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"76.588842","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"76.589113","49.44.226.76","192.168.42.42","443","62471","TLSv1.3","","1424","0x018"
"76.589364","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"76.589383","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"76.624782","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"76.624996","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"76.625031","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"76.625263","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"76.628118","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"76.628141","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"76.628490","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"76.667043","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"76.667150","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"76.667371","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"76.680664","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"76.680753","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"76.693287","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"76.693432","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"76.693466","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"76.706866","49.44.226.76","192.168.42.42","443","62471","TLSv1.3","","1424","0x010"
"76.706989","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"76.707010","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"76.730670","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"76.740497","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"76.740535","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"76.762868","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"76.762990","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"76.763013","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"76.763363","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"76.777991","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"76.778015","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"76.781238","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"76.795503","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"76.795545","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"76.819533","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"76.819675","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"76.819722","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"76.820995","49.44.226.76","192.168.42.42","443","62471","TLSv1.3","","1424","0x010"
"76.843906","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"76.843991","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"76.844095","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"76.844241","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"76.844261","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"76.880041","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"76.880183","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"76.880220","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"76.885194","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"76.913057","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"76.913162","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"76.938302","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"76.938418","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"76.938457","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"76.938623","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"76.938668","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"76.938686","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"76.958821","49.44.226.76","192.168.42.42","443","62471","TLSv1.3","","1424","0x018"
"76.958969","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"76.959018","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"76.981230","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"77.001775","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"77.001852","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"77.001949","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"77.014905","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"77.014987","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"77.015366","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"77.039660","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"77.039732","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"77.039874","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"77.067653","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"77.067722","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"77.067811","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"77.088389","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"77.088445","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"77.088540","49.44.226.76","192.168.42.42","443","62471","TLSv1.3","","1424","0x018"
"77.109765","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"77.109822","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"77.111117","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"77.118492","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"77.118519","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"77.118741","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"77.119115","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"77.119138","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"77.142792","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"77.163891","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"77.163960","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"77.164120","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"77.164367","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"77.164390","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"77.182885","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"77.183118","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"77.183149","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"77.213622","49.44.226.76","192.168.42.42","443","62471","TLSv1.3","","1424","0x018"
"77.213863","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"77.213884","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"77.215112","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"77.215487","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"77.215505","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"77.250034","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"77.250166","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"77.250200","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"77.262666","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"77.284157","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"77.284240","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"77.284336","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"77.313039","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"77.313123","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"77.313246","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"77.315504","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"77.315552","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"77.330707","49.44.226.76","192.168.42.42","443","62471","TLSv1.3","","1424","0x010"
"77.349038","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"77.349129","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"77.349244","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"77.374069","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"77.374198","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"77.374336","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"77.383908","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"77.383993","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"77.385370","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"77.404407","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"77.404492","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"77.404625","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"77.419784","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"77.419872","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"77.419988","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"77.451023","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"77.451084","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"77.451247","49.44.226.76","192.168.42.42","443","62471","TLSv1.3","","1424","0x010"
"77.464533","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"77.464622","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"77.464737","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"77.474247","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"77.474281","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"77.474491","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"77.505670","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"77.505763","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"77.505871","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"77.518508","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"77.518559","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"77.529524","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"77.529745","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"77.529783","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"77.548661","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"77.549648","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"77.549696","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"77.551383","49.44.226.76","192.168.42.42","443","62471","TLSv1.3","","1424","0x010"
"77.569399","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"77.569469","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"77.569623","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"77.589665","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"77.589754","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"77.589863","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"77.605760","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"77.605810","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"77.605898","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"77.628668","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"77.628747","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"77.628872","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"77.639742","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"77.639764","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"77.639868","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"77.668774","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"77.668846","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"77.668996","49.44.226.76","192.168.42.42","443","62471","TLSv1.3","","1424","0x010"
"77.683010","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"77.683059","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"77.683366","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"77.709896","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"77.709968","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"77.710119","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"77.710370","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"77.710391","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"77.719527","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"77.719614","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"77.719658","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"77.750032","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"77.750246","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"77.750284","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"77.768742","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"77.768991","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"77.769015","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"77.769365","49.44.226.76","192.168.42.42","443","62471","TLSv1.3","","1424","0x010"
"77.794784","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"77.794860","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"77.794914","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"77.819656","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"77.819732","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"77.819871","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"77.850041","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"77.850127","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"77.850249","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"77.864541","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"77.864642","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"77.865244","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"77.865617","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"77.865650","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"77.907666","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"77.907870","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"77.907904","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"77.917618","49.44.226.76","192.168.42.42","443","62471","TLSv1.3","","1424","0x010"
"77.922244","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"77.922271","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"77.963787","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"77.963993","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"77.964029","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"77.964366","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"78.034035","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"78.034110","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"78.034167","49.44.226.76","192.168.42.42","443","62471","TLSv1.3","","282","0x018"
"78.058051","192.168.42.42","49.44.226.76","62471","443","TCP","","1424","0x010"
"78.058051","192.168.42.42","49.44.226.76","62471","443","TLSv1.3","","231","0x018"
"78.115283","49.44.226.76","192.168.42.42","443","62471","TCP","","54","0x010"
"78.229864","192.168.42.42","142.250.193.14","53075","443","QUIC","","1399",""
"78.253913","49.44.226.76","192.168.42.42","443","62471","TLSv1.3","","1424","0x010"
"78.254747","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"78.254785","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"78.264270","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"78.264493","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"78.264523","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"78.319669","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"78.320997","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"78.321034","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"78.329750","192.168.42.42","142.250.193.14","62474","443","TCP","","66","0x002"
"78.343404","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"78.345617","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"78.345664","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"78.346239","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"78.364400","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"78.364472","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"78.364619","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"78.364867","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"78.364889","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"78.382620","49.44.226.76","192.168.42.42","443","62471","TLSv1.3","","1424","0x010"
