"Time","Source","Destination","Source Port","Destination Port","Protocol","ICMP Type","Length","Flags"
"53.199160","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"53.218402","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"53.218485","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"53.218740","172.217.167.238","192.168.42.42","443","52193","UDP","","112",""
"53.218794","172.217.167.238","192.168.42.42","443","52193","UDP","","67",""
"53.218988","172.217.167.238","192.168.42.42","443","52193","UDP","","73",""
"53.219238","172.217.167.238","192.168.42.42","443","52193","UDP","","73",""
"53.219286","192.168.42.42","172.217.167.238","52193","443","UDP","","79",""
"53.219535","192.168.42.42","172.217.167.238","52193","443","UDP","","74",""
"53.222010","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"53.226269","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"53.226340","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"53.239372","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"53.240872","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"53.240914","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"53.241118","49.44.226.76","192.168.42.42","443","62471","TLSv1.3","","1424","0x018"
"53.268278","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"53.268355","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"53.269741","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"53.269988","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"53.270009","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"53.288142","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"53.288220","172.217.167.238","192.168.42.42","443","52193","UDP","","166",""
"53.288395","172.217.167.238","192.168.42.42","443","52193","UDP","","68",""
"53.288430","172.217.167.238","192.168.42.42","443","52193","UDP","","83",""
"53.288611","172.217.167.238","192.168.42.42","443","52193","UDP","","67",""
"53.289350","192.168.42.42","172.217.167.238","52193","443","UDP","","80",""
"53.304275","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"53.304357","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"53.304469","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"53.323530","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"53.323605","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"53.325119","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"53.340894","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"53.340962","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"53.349869","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"53.365517","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"53.365582","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"53.365686","49.44.226.76","192.168.42.42","443","62471","TLSv1.3","","1424","0x018"
"53.374881","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"53.374930","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"53.375118","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"53.400139","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"53.400207","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"53.402991","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"53.417898","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"53.417970","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"53.432033","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"53.440767","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"53.440837","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"53.445671","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"53.455269","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"53.455338","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"53.470523","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"53.470741","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"53.470773","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"53.480893","49.44.226.76","192.168.42.42","443","62471","TLSv1.3","","1424","0x018"
"53.494393","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"53.494457","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"53.494560","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"53.519161","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"53.519251","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"53.519371","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"53.528050","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"53.528158","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"53.528291","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"53.551278","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"53.551362","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"53.570149","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"53.570281","172.217.167.238","192.168.42.42","443","52193","UDP","","70",""
"53.570372","172.217.167.238","192.168.42.42","443","52193","UDP","","70",""
"53.571612","49.44.226.76","192.168.42.42","443","62471","TLSv1.3","","703","0x018"
"53.571647","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"53.571749","104.18.3.161","192.168.42.42","443","60051","QUIC","","1242",""
"53.571783","104.18.3.161","192.168.42.42","443","60051","QUIC","","244",""
"53.572113","104.18.3.161","192.168.42.42","443","60051","QUIC","","1242",""
"53.572521","192.168.42.42","104.18.3.161","60051","443","QUIC","","87",""
"53.575397","104.18.3.161","192.168.42.42","443","60051","QUIC","","251",""
"53.575618","104.18.3.161","192.168.42.42","443","60051","QUIC","","1242",""
"53.575980","192.168.42.42","104.18.3.161","60051","443","QUIC","","87",""
"53.590794","104.18.3.161","192.168.42.42","443","60051","QUIC","","255",""
"53.599278","104.18.3.161","192.168.42.42","443","60051","QUIC","","1242",""
"53.599711","192.168.42.42","104.18.3.161","60051","443","QUIC","","87",""
"53.605531","104.18.3.161","192.168.42.42","443","60051","QUIC","","267",""
"53.605742","104.18.3.161","192.168.42.42","443","60051","QUIC","","1242",""
"53.605866","104.18.3.161","192.168.42.42","443","60051","QUIC","","268",""
"53.606023","192.168.42.42","104.18.3.161","60051","443","QUIC","","87",""
"53.620036","104.18.3.161","192.168.42.42","443","60051","QUIC","","1242",""
"53.620711","192.168.42.42","104.18.3.161","60051","443","QUIC","","87",""
"53.623159","104.18.3.161","192.168.42.42","443","60051","QUIC","","1242",""
"53.639283","104.18.3.161","192.168.42.42","443","60051","QUIC","","475",""
"53.639428","104.18.3.161","192.168.42.42","443","60051","QUIC","","1242",""
"53.639494","104.18.3.161","192.168.42.42","443","60051","QUIC","","280",""
"53.639812","192.168.42.42","104.18.3.161","60051","443","QUIC","","87",""
"53.642341","192.168.42.42","49.44.226.76","62471","443","TCP","","1424","0x010"
"53.642341","192.168.42.42","49.44.226.76","62471","443","TLSv1.3","","227","0x018"
"53.669162","104.18.3.161","192.168.42.42","443","60051","QUIC","","1242",""
"53.669269","104.18.3.161","192.168.42.42","443","60051","QUIC","","287",""
"53.669775","192.168.42.42","104.18.3.161","60051","443","QUIC","","87",""
"53.693279","104.18.3.161","192.168.42.42","443","60051","QUIC","","1242",""
"53.693386","104.18.3.161","192.168.42.42","443","60051","QUIC","","288",""
"53.693735","192.168.42.42","104.18.3.161","60051","443","QUIC","","87",""
"53.700035","49.44.226.76","192.168.42.42","443","62471","TCP","","54","0x010"
"53.748407","49.44.226.76","192.168.42.42","443","62471","TLSv1.3","","1424","0x010"
"53.748870","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"53.748910","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"53.754492","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"53.755112","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"53.755139","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"53.759487","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"53.759860","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"53.759881","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"53.780037","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"53.783018","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"53.783083","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"53.783366","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"53.800161","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"53.800245","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"53.801746","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"53.802489","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"53.802517","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"53.846597","49.44.226.76","192.168.42.42","443","62471","TLSv1.3","","1424","0x010"
"53.846768","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"53.846809","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"53.846894","104.18.3.161","192.168.42.42","443","60051","QUIC","","1242",""
"53.847238","104.18.3.161","192.168.42.42","443","60051","QUIC","","1242",""
"53.847361","104.18.3.161","192.168.42.42","443","60051","QUIC","","523",""
"53.848040","192.168.42.42","104.18.3.161","60051","443","QUIC","","87",""
"53.869286","104.18.3.161","192.168.42.42","443","60051","QUIC","","1242",""
"53.870760","104.18.3.161","192.168.42.42","443","60051","QUIC","","1242",""
"53.871078","192.168.42.42","104.18.3.161","60051","443","QUIC","","87",""
"53.884655","104.18.3.161","192.168.42.42","443","60051","QUIC","","545",""
"53.884992","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"53.887009","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"53.887065","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"53.907112","192.168.42.42","104.18.3.161","60051","443","QUIC","","88",""
"53.909424","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"53.909760","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"53.909800","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"53.910989","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"53.911238","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"53.911265","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"53.954544","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"53.957407","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"53.957487","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"53.957739","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"53.978156","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"53.978239","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"53.978358","49.44.226.76","192.168.42.42","443","62471","TLSv1.3","","1424","0x010"
"53.979620","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"53.979650","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"53.995529","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"54.008031","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"54.008103","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"54.008243","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"54.008487","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"54.008508","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"54.015644","192.168.42.42","172.217.167.238","52193","443","UDP","","1399",""
"54.015799","192.168.42.42","172.217.167.238","52193","443","UDP","","1399",""
"54.015915","192.168.42.42","172.217.167.238","52193","443","UDP","","1399",""
"54.022458","192.168.42.42","172.217.167.238","52193","443","UDP","","1399",""
"54.027455","192.168.42.42","172.217.167.238","52193","443","UDP","","1399",""
"54.029007","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"54.029246","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"54.029273","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"54.034434","192.168.42.42","172.217.167.238","52193","443","UDP","","1399",""
"54.039279","192.168.42.42","172.217.167.238","52193","443","UDP","","1399",""
"54.039993","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"54.045342","192.168.42.42","172.217.167.238","52193","443","UDP","","1399",""
"54.051448","192.168.42.42","172.217.167.238","52193","443","UDP","","1399",""
"54.057257","192.168.42.42","172.217.167.238","52193","443","UDP","","1399",""
"54.061003","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"54.061049","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"54.064398","192.168.42.42","172.217.167.238","52193","443","UDP","","1399",""
"54.067744","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"54.067864","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"54.067888","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"54.069254","192.168.42.42","172.217.167.238","52193","443","UDP","","1399",""
"54.075259","192.168.42.42","172.217.167.238","52193","443","UDP","","1399",""
"54.082285","192.168.42.42","172.217.167.238","52193","443","UDP","","1399",""
"54.084774","49.44.226.76","192.168.42.42","443","62471","TLSv1.3","","1424","0x010"
"54.088277","192.168.42.42","172.217.167.238","52193","443","UDP","","1399",""
"54.093356","192.168.42.42","172.217.167.238","52193","443","UDP","","1399",""
"54.098605","192.168.42.42","172.217.167.238","52193","443","UDP","","1399",""
"54.105247","192.168.42.42","172.217.167.238","52193","443","UDP","","1399",""
"54.105495","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"54.105531","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"54.105738","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"54.106112","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"54.106132","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"54.111299","192.168.42.42","172.217.167.238","52193","443","UDP","","1399",""
"54.116238","192.168.42.42","172.217.167.238","52193","443","UDP","","1399",""
"54.120494","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"54.122302","192.168.42.42","172.217.167.238","52193","443","UDP","","1399",""
"54.124496","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"54.124535","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"54.124745","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"54.128408","192.168.42.42","172.217.167.238","52193","443","UDP","","1399",""
"54.134312","192.168.42.42","172.217.167.238","52193","443","UDP","","1399",""
"54.139290","192.168.42.42","172.217.167.238","52193","443","UDP","","1399",""
"54.139993","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"54.140030","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"54.145472","192.168.42.42","172.217.167.238","52193","443","UDP","","1399",""
"54.151314","192.168.42.42","172.217.167.238","52193","443","UDP","","1399",""
"54.157613","192.168.42.42","172.217.167.238","52193","443","UDP","","1399",""
"54.160392","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"54.161991","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"54.162028","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"54.162114","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"54.163308","192.168.42.42","172.217.167.238","52193","443","UDP","","374",""
"54.179406","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"54.179499","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"54.179606","49.44.226.76","192.168.42.42","443","62471","TLSv1.3","","1001","0x018"
"54.208274","104.18.3.161","192.168.42.42","443","60051","QUIC","","1242",""
"54.208377","104.18.3.161","192.168.42.42","443","60051","QUIC","","314",""
"54.208725","192.168.42.42","104.18.3.161","60051","443","QUIC","","88",""
"54.228155","104.18.3.161","192.168.42.42","443","60051","QUIC","","1242",""
"54.228258","104.18.3.161","192.168.42.42","443","60051","QUIC","","324",""
"54.228781","192.168.42.42","104.18.3.161","60051","443","QUIC","","87",""
"54.230214","192.168.42.42","49.44.226.76","62471","443","TCP","","1424","0x010"
"54.230214","192.168.42.42","49.44.226.76","62471","443","TLSv1.3","","341","0x018"
"54.246417","104.18.3.161","192.168.42.42","443","60051","QUIC","","1242",""
"54.246536","104.18.3.161","192.168.42.42","443","60051","QUIC","","331",""
"54.246769","172.217.167.238","192.168.42.42","443","52193","UDP","","73",""
"54.246806","172.217.167.238","192.168.42.42","443","52193","UDP","","70",""
"54.246992","172.217.167.238","192.168.42.42","443","52193","UDP","","70",""
"54.247021","172.217.167.238","192.168.42.42","443","52193","UDP","","70",""
"54.247113","172.217.167.238","192.168.42.42","443","52193","UDP","","74",""
"54.247141","172.217.167.238","192.168.42.42","443","52193","UDP","","70",""
"54.247611","192.168.42.42","104.18.3.161","60051","443","QUIC","","87",""
"54.248061","192.168.42.42","172.217.167.238","52193","443","UDP","","74",""
"54.258783","172.217.167.238","192.168.42.42","443","52193","UDP","","70",""
"54.261002","104.18.3.161","192.168.42.42","443","60051","QUIC","","69",""
"54.278530","172.217.167.238","192.168.42.42","443","52193","UDP","","70",""
"54.285793","49.44.226.76","192.168.42.42","443","62471","TCP","","54","0x010"
"54.293903","49.44.226.76","192.168.42.42","443","62471","TCP","","54","0x010"
"54.308875","172.217.167.238","192.168.42.42","443","52193","UDP","","70",""
"54.317793","49.44.226.76","192.168.42.42","443","62471","TLSv1.3","","1424","0x010"
"54.320015","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"54.320088","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"54.322009","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"54.325488","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"54.325519","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"54.333040","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"54.338785","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"54.338871","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"54.338996","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"54.353154","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"54.353231","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"54.363041","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"54.363247","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"54.363284","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"54.365631","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"54.385894","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"54.385966","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"54.388114","49.44.226.76","192.168.42.42","443","62471","TLSv1.3","","1424","0x010"
"54.418281","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"54.418359","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"54.418499","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"54.435399","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"54.435477","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"54.435619","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"54.454275","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"54.454359","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"54.454468","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"54.470776","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"54.470859","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"54.470971","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"54.491012","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"54.491067","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"54.510030","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"54.510243","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"54.510279","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"54.510491","49.44.226.76","192.168.42.42","443","62471","TLSv1.3","","1424","0x010"
"54.510738","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"54.510758","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"54.530036","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"54.544780","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"54.544858","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"54.545127","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"54.568063","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"54.568200","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"54.572030","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"54.576993","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"54.577030","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"54.587650","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"54.608027","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"54.608120","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"54.614659","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"54.620908","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"54.620992","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"54.660654","49.44.226.76","192.168.42.42","443","62471","TLSv1.3","","1424","0x010"
"54.660784","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"54.660817","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"54.662622","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"54.662866","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"54.662908","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"54.691023","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"54.695782","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"54.695864","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"54.710156","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"54.724278","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"54.724371","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"54.724498","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"54.724740","172.217.167.238","192.168.42.42","443","52193","UDP","","145",""
"54.724795","172.217.167.238","192.168.42.42","443","52193","UDP","","208",""
"54.725372","192.168.42.42","172.217.167.238","52193","443","UDP","","79",""
"54.739908","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"54.739992","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"54.768406","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"54.768500","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"54.768533","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"54.771613","49.44.226.76","192.168.42.42","443","62471","TLSv1.3","","1424","0x018"
"54.790135","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"54.790187","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"54.791865","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"54.820028","104.18.3.161","192.168.42.42","443","60051","QUIC","","1242",""
"54.820239","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"54.820290","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"54.820378","104.18.3.161","192.168.42.42","443","60051","QUIC","","338",""
"54.820639","192.168.42.42","104.18.3.161","60051","443","QUIC","","87",""
"54.828409","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"54.847782","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"54.847864","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"54.857535","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"54.879158","104.18.3.161","192.168.42.42","443","60051","QUIC","","1242",""
"54.879265","104.18.3.161","192.168.42.42","443","60051","QUIC","","339",""
"54.879730","192.168.42.42","104.18.3.161","60051","443","QUIC","","87",""
"54.882516","104.18.3.161","192.168.42.42","443","60051","QUIC","","1242",""
"54.882638","104.18.3.161","192.168.42.42","443","60051","QUIC","","340",""
"54.882866","104.18.3.161","192.168.42.42","443","60051","QUIC","","1242",""
"54.882931","192.168.42.42","104.18.3.161","60051","443","QUIC","","87",""
"54.882989","104.18.3.161","192.168.42.42","443","60051","QUIC","","341",""
"54.883301","192.168.42.42","104.18.3.161","60051","443","QUIC","","87",""
"54.905909","104.18.3.161","192.168.42.42","443","60051","QUIC","","1242",""
"54.907123","104.18.3.161","192.168.42.42","443","60051","QUIC","","345",""
"54.907349","192.168.42.42","104.18.3.161","60051","443","QUIC","","87",""
"54.917783","104.18.3.161","192.168.42.42","443","60051","QUIC","","1242",""
"54.917894","104.18.3.161","192.168.42.42","443","60051","QUIC","","347",""
"54.918295","192.168.42.42","104.18.3.161","60051","443","QUIC","","87",""
"54.938158","104.18.3.161","192.168.42.42","443","60051","QUIC","","1242",""
"54.938367","172.217.167.238","192.168.42.42","443","52193","UDP","","70",""
"54.940002","104.18.3.161","192.168.42.42","443","60051","QUIC","","1242",""
"54.940114","104.18.3.161","192.168.42.42","443","60051","QUIC","","646",""
"54.940365","104.18.3.161","192.168.42.42","443","60051","QUIC","","1242",""
"54.940464","192.168.42.42","104.18.3.161","60051","443","QUIC","","87",""
"54.955013","104.18.3.161","192.168.42.42","443","60051","QUIC","","366",""
"54.955366","104.18.3.161","192.168.42.42","443","60051","QUIC","","1242",""
"54.955488","104.18.3.161","192.168.42.42","443","60051","QUIC","","368",""
"54.955740","104.18.3.161","192.168.42.42","443","60051","QUIC","","1242",""
"54.955862","104.18.3.161","192.168.42.42","443","60051","QUIC","","371",""
"54.956851","192.168.42.42","104.18.3.161","60051","443","QUIC","","87",""
"54.966892","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"54.976286","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"54.990908","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"54.990992","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
"55.000037","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x018"
"55.020030","49.44.226.76","192.168.42.42","443","62471","TCP","","1424","0x010"
"55.020112","192.168.42.42","49.44.226.76","62471","443","TCP","","54","0x010"
