"No.","Time","Source","Destination","Source Port","Destination Port","Protocol","ICMP Type","Length","Flags"
"12873","101.357778","192.168.42.42","44.209.129.182","51964","443","TCP","","54","0x010"
"12874","101.357778","192.168.42.42","40.81.94.22","52028","443","TCP","","54","0x010"
"12875","101.364803","104.18.5.159","192.168.42.42","443","52023","TLSv1.3","","1424","0x018"
"12876","101.364899","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"12877","101.365027","104.18.5.159","192.168.42.42","443","52023","TLSv1.3","","1424","0x010"
"12878","101.365050","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"12879","101.365144","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"12880","101.365164","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"12881","101.365379","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"12882","101.365403","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"12883","101.365753","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"12884","101.365776","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"12885","101.365880","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"12886","101.365906","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"12887","101.366253","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"12888","101.366278","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"12889","101.366503","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"12890","101.366531","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"12891","101.379417","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"12892","101.379503","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"12893","101.380886","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"12894","101.380920","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"12895","101.380959","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"12896","101.380981","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"12897","101.381133","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"12898","101.381157","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"12899","101.387880","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"12900","101.387909","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"12901","101.388127","104.18.5.159","192.168.42.42","443","52023","TLSv1.3","","1424","0x010"
"12902","101.388156","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"12903","101.392773","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"12904","101.392826","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"12905","101.392875","108.159.10.108","192.168.42.42","80","51971","TCP","","66","0x010"
"12906","101.393007","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"12907","101.393032","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"12908","101.393378","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"12909","101.393404","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"12910","101.393752","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"12911","101.393779","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"12912","101.405255","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"12913","101.405289","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"12914","101.405380","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"12915","101.405402","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"12916","101.415038","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"12917","101.415117","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"12918","101.415264","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"12919","101.415290","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"12920","101.415630","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"12921","101.415659","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"12922","101.415695","40.81.94.43","192.168.42.42","443","52021","TLSv1.3","","93","0x018"
"12923","101.415880","40.81.94.43","192.168.42.42","443","52021","TLSv1.3","","78","0x019"
"12924","101.415905","192.168.42.42","40.81.94.43","52021","443","TCP","","54","0x010"
"12925","101.416138","192.168.42.42","40.81.94.43","52021","443","TLSv1.3","","93","0x018"
"12926","101.416370","192.168.42.42","40.81.94.43","52021","443","TLSv1.3","","78","0x018"
"12927","101.416418","192.168.42.42","40.81.94.43","52021","443","TCP","","54","0x011"
"12928","101.417381","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"12929","101.417415","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"12930","101.417753","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"12931","101.417780","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"12932","101.418002","104.18.5.159","192.168.42.42","443","52023","TLSv1.3","","1424","0x010"
"12933","101.418029","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"12934","101.429662","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"12935","101.429737","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"12936","101.429883","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"12937","101.429911","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"12938","101.448554","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"12939","101.448658","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"12940","101.448789","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"12941","101.448811","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"12942","101.448907","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"12943","101.448927","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"12944","101.449254","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"12945","101.449282","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"12946","101.455050","104.18.5.159","192.168.42.42","443","52023","TLSv1.3","","1424","0x010"
"12947","101.455144","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"12948","101.455275","104.18.5.159","192.168.42.42","443","52023","TLSv1.3","","1424","0x010"
"12949","101.455300","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"12950","101.455503","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"12951","101.455525","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"12952","101.455877","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"12953","101.455900","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"12954","101.465180","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"12955","101.465280","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"12956","101.465411","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"12957","101.465435","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"12958","101.465754","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"12959","101.465787","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"12960","101.482544","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"12961","101.482648","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"12962","101.482769","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"12963","101.482794","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"12964","101.485294","192.168.42.42","52.20.192.205","52009","443","TLSv1.2","","711","0x018"
"12965","101.486805","192.168.42.42","52.20.192.205","52009","443","TLSv1.2","","395","0x018"
"12966","101.488524","104.18.5.159","192.168.42.42","443","52023","TLSv1.3","","1424","0x010"
"12967","101.488568","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"12968","101.488672","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"12969","101.488695","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"12970","101.489004","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"12971","101.489032","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"12972","101.489130","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"12973","101.489152","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"12974","101.505172","104.18.5.159","192.168.42.42","443","52023","TLSv1.3","","1424","0x010"
"12975","101.505265","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"12976","101.505385","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"12977","101.505409","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"12978","101.516668","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"12979","101.516762","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"12980","101.516880","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"12981","101.516904","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"12982","101.517004","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"12983","101.517036","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"12984","101.517379","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"12985","101.517407","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"12986","101.517628","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"12987","101.517658","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"12988","101.517876","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"12989","101.517903","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"12990","101.518253","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"12991","101.518282","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"12992","101.523025","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"12993","101.523088","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"12994","101.525884","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"12995","101.525918","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"12996","101.536900","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"12997","101.536964","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"12998","101.537134","104.18.5.159","192.168.42.42","443","52023","TLSv1.3","","1424","0x010"
"12999","101.537164","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13000","101.537503","104.18.5.159","192.168.42.42","443","52023","TLSv1.3","","1424","0x018"
"13001","101.537526","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13002","101.537753","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"13003","101.537776","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13004","101.549548","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"13005","101.549639","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13006","101.549711","40.81.94.43","192.168.42.42","443","52021","TCP","","78","0x019"
"13007","101.549734","192.168.42.42","40.81.94.43","52021","443","TCP","","66","0x010"
"13008","101.549885","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"13009","101.549917","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13010","101.550024","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"13011","101.550050","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13012","101.550131","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"13013","101.550155","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13014","101.553390","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"13015","101.553432","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13016","101.557889","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"13017","101.557934","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13018","101.558030","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"13019","101.558054","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13020","101.566279","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"13021","101.566343","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13022","101.566511","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"13023","101.566539","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13024","101.568137","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"13025","101.568381","104.18.5.159","192.168.42.42","443","52023","TLSv1.3","","1424","0x010"
"13026","101.568413","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13027","101.576155","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"13028","101.576275","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"13029","101.576306","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13030","101.587289","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"13031","101.587506","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"13032","101.587545","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13033","101.587758","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"13034","101.591889","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"13035","101.591933","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13036","101.592133","104.18.5.159","192.168.42.42","443","52023","TLSv1.3","","1424","0x010"
"13037","101.606416","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"13038","101.606496","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13039","101.606636","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"13040","101.613290","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"13041","101.613382","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13042","101.613503","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"13043","101.618020","104.18.5.159","192.168.42.42","443","52023","TLSv1.3","","1424","0x010"
"13044","101.618072","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13045","101.619894","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"13046","101.641050","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"13047","101.641152","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13048","101.641220","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"13049","101.641383","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"13050","101.641409","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13051","101.641632","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"13052","101.642005","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"13053","101.642033","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13054","101.644900","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"13055","101.645131","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"13056","101.645167","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13057","101.654423","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"13058","101.654636","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"13059","101.654674","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13060","101.655005","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"13061","101.675052","104.18.5.159","192.168.42.42","443","52023","TLSv1.3","","1424","0x010"
"13062","101.675144","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13063","101.675267","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"13064","101.675379","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"13065","101.675402","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13066","101.675755","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"13067","101.676003","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"13068","101.676032","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13069","101.683081","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"13070","101.683238","40.81.94.43","192.168.42.42","443","52021","TCP","","66","0x010"
"13071","101.683391","40.81.94.43","192.168.42.42","443","52021","TCP","","66","0x010"
"13072","101.683444","40.81.94.43","192.168.42.42","443","52021","TCP","","66","0x014"
"13073","101.683631","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"13074","101.683684","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13075","101.683734","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"13076","101.683879","40.81.94.43","192.168.42.42","443","52021","TCP","","54","0x004"
"13077","101.688918","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"13078","101.689001","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13079","101.693054","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"13080","101.694646","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"13081","101.694701","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13082","101.696897","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"13083","101.697257","104.18.5.159","192.168.42.42","443","52023","TLSv1.3","","1424","0x018"
"13084","101.697294","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13085","101.701526","192.168.42.42","192.168.42.255","138","138","BROWSER","","243",""
"13086","101.710050","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"13087","101.710384","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"13088","101.710429","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13089","101.710530","104.18.5.159","192.168.42.42","443","52023","TLSv1.3","","1424","0x010"
"13090","101.710753","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"13091","101.710775","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13092","101.711130","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"13093","101.718177","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"13094","101.718268","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13095","101.718756","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"13096","101.721769","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"13097","101.721819","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13098","101.722009","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"13099","101.723885","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"13100","101.723926","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13101","101.724251","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"13102","101.732298","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"13103","101.732393","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13104","101.732509","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"13105","101.734259","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"13106","101.734297","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13107","101.741776","104.18.5.159","192.168.42.42","443","52023","TLSv1.3","","1424","0x018"
"13108","101.742159","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"13109","101.742194","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13110","101.748149","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"13111","101.751508","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"13112","101.751548","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13113","101.751878","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"13114","101.752128","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"13115","101.752158","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13116","101.764895","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"13117","101.765005","104.18.5.159","192.168.42.42","443","52023","TLSv1.3","","1424","0x010"
"13118","101.765035","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13119","101.765376","104.18.5.159","192.168.42.42","443","52023","TLSv1.3","","1424","0x018"
"13120","101.769904","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"13121","101.769965","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13122","101.770255","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"13123","101.772754","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"13124","101.772782","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13125","101.778130","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"13126","101.779630","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"13127","101.779660","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13128","101.779698","40.81.94.43","192.168.42.42","443","52021","TCP","","54","0x004"
"13129","101.780003","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"13130","101.782759","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"13131","101.782798","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13132","101.787682","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"13133","101.787884","104.18.5.159","192.168.42.42","443","52023","TLSv1.3","","1424","0x018"
"13134","101.787920","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13135","101.789699","192.168.42.42","35.186.227.140","51961","443","TLSv1.3","","93","0x018"
"13136","101.791029","192.168.42.42","52.20.192.205","52009","443","TLSv1.2","","407","0x018"
"13137","101.793658","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"13138","101.795145","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"13139","101.795197","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13140","101.795505","104.18.5.159","192.168.42.42","443","52023","TLSv1.3","","1424","0x010"
"13141","101.796350","192.168.42.42","52.20.192.205","52009","443","TLSv1.2","","407","0x018"
"13142","101.798766","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"13143","101.798810","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13144","101.799009","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"13145","101.799379","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"13146","101.799402","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13147","101.799443","192.168.42.42","52.20.192.205","52009","443","TLSv1.2","","407","0x018"
"13148","101.803999","192.168.42.42","52.20.192.205","52009","443","TLSv1.2","","407","0x018"
"13149","101.807764","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"13150","101.813032","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"13151","101.813109","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13152","101.813212","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"13153","101.814736","192.168.42.42","40.81.94.43","51980","443","TLSv1.3","","373","0x018"
"13154","101.814995","192.168.42.42","40.81.94.43","51980","443","TLSv1.3","","85","0x018"
"13155","101.815380","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"13156","101.815408","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13157","101.815630","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"13158","101.818897","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"13159","101.818954","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13160","101.823265","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"13161","101.823631","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"13162","101.823665","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13163","101.850542","104.18.5.159","192.168.42.42","443","52023","TLSv1.3","","1424","0x010"
"13164","101.851136","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"13165","101.851174","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13166","101.851275","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"13167","101.854899","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"13168","101.854954","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13169","101.855003","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"13170","101.855632","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"13171","101.855664","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13172","101.855882","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"13173","101.864805","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"13174","101.864872","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13175","101.866759","104.18.5.159","192.168.42.42","443","52023","TLSv1.3","","1424","0x010"
"13176","101.866878","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"13177","101.866901","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13178","101.867252","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"13179","101.867509","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"13180","101.867536","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13181","101.874503","52.20.192.205","192.168.42.42","443","52009","TCP","","54","0x010"
"13182","101.874875","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"13183","101.875126","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"13184","101.875153","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13185","101.875254","52.20.192.205","192.168.42.42","443","52009","TCP","","54","0x010"
"13186","101.875378","52.20.192.205","192.168.42.42","443","52009","TLSv1.2","","158","0x018"
"13187","101.875401","192.168.42.42","52.20.192.205","52009","443","TCP","","54","0x010"
"13188","101.875628","52.20.192.205","192.168.42.42","443","52009","TLSv1.2","","158","0x018"
"13189","101.875649","192.168.42.42","52.20.192.205","52009","443","TCP","","54","0x010"
"13190","101.877257","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"13191","101.877628","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"13192","101.877658","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13193","101.877876","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
"13194","101.878252","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x018"
"13195","101.878279","192.168.42.42","104.18.5.159","52023","443","TCP","","54","0x010"
"13196","101.883128","104.18.5.159","192.168.42.42","443","52023","TCP","","1424","0x010"
