"No.","Time","Source","Destination","Source Port","Destination Port","Protocol","ICMP Type","Length","Flags"
"1652","40.454523","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1653","40.454743","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1654","40.454767","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1655","40.456373","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1656","40.457650","192.168.42.42","192.168.42.129","60243","53","DNS","","80",""
"1657","40.463883","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1658","40.463937","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1659","40.474248","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1660","40.474495","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1661","40.474522","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1662","40.489634","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1663","40.490122","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1664","40.490155","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1665","40.490374","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1666","40.500127","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1667","40.500166","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1668","40.504371","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1669","40.504494","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1670","40.504516","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1671","40.504622","192.168.42.129","192.168.42.42","53","60243","DNS","","128",""
"1672","40.504869","18.161.229.62","192.168.42.42","443","51967","TLSv1.3","","1424","0x018"
"1673","40.505244","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1674","40.505268","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1675","40.505494","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1676","40.507499","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1677","40.507530","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1678","40.513746","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1679","40.515122","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1680","40.515152","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1681","40.515495","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1682","40.515746","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1683","40.515773","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1684","40.524289","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1685","40.524626","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1686","40.524666","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1687","40.527514","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1688","40.530263","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1689","40.530320","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1690","40.530503","18.161.229.62","192.168.42.42","443","51967","TLSv1.3","","1424","0x010"
"1691","40.535658","192.168.42.42","192.168.42.129","54491","53","DNS","","80",""
"1692","40.536130","192.168.42.129","192.168.42.42","53","54491","DNS","","128",""
"1693","40.547161","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1694","40.547246","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1695","40.547379","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1696","40.547624","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1697","40.547646","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1698","40.547870","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1699","40.548246","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1700","40.548273","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1701","40.549371","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1702","40.549748","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1703","40.549778","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1704","40.552888","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1705","40.555887","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1706","40.555944","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1707","40.556127","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1708","40.568011","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1709","40.568060","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1710","40.568157","18.161.229.62","192.168.42.42","443","51967","TLSv1.3","","1424","0x010"
"1711","40.568495","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1712","40.568516","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1713","40.570249","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1714","40.570495","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1715","40.570525","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1716","40.578141","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1717","40.579752","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1718","40.579793","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1719","40.580122","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1720","40.587799","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1721","40.587911","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1722","40.588049","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1723","40.593801","192.168.42.42","192.168.42.129","60521","53","DNS","","80",""
"1724","40.599415","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1725","40.599501","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1726","40.599630","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1727","40.599996","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1728","40.600024","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1729","40.604279","18.161.229.62","192.168.42.42","443","51967","TLSv1.3","","1424","0x010"
"1730","40.604407","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1731","40.604441","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1732","40.609410","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1733","40.609624","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1734","40.609662","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1735","40.618412","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1736","40.618555","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1737","40.618592","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1738","40.628189","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1739","40.628502","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1740","40.628545","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1741","40.628760","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1742","40.632655","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1743","40.632737","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1744","40.632855","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1745","40.639557","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1746","40.639672","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1747","40.639815","18.161.229.62","192.168.42.42","443","51967","TLSv1.3","","1424","0x010"
"1748","40.644159","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1749","40.644237","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1750","40.644377","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1751","40.644748","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1752","40.644777","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1753","40.654542","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1754","40.654646","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1755","40.654681","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1756","40.655121","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1757","40.657870","54.187.174.239","192.168.42.42","443","51939","TCP","","66","0x010"
"1758","40.658118","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1759","40.658144","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1760","40.658494","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1761","40.668408","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1762","40.668490","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1763","40.669879","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1764","40.670122","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1765","40.670153","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1766","40.687049","18.161.229.62","192.168.42.42","443","51967","TLSv1.3","","1424","0x018"
"1767","40.692421","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1768","40.692512","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1769","40.692755","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1770","40.707827","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1771","40.707947","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1772","40.708031","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1773","40.708256","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1774","40.708281","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1775","40.709914","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1776","40.710125","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1777","40.710159","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1778","40.710495","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1779","40.712254","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1780","40.712294","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1781","40.713257","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1782","40.715018","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1783","40.715088","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1784","40.715249","18.161.229.62","192.168.42.42","443","51967","TLSv1.3","","1424","0x018"
"1785","40.719795","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1786","40.719894","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1787","40.724281","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1788","40.724498","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1789","40.724531","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1790","40.727898","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1791","40.728123","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1792","40.728159","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1793","40.728495","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1794","40.732260","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1795","40.732308","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1796","40.732622","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1797","40.739780","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1798","40.739852","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1799","40.740003","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1800","40.743140","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1801","40.743191","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1802","40.743498","18.161.229.62","192.168.42.42","443","51967","TLSv1.3","","1424","0x018"
"1803","40.747918","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1804","40.748008","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1805","40.748126","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1806","40.748495","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1807","40.748528","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1808","40.752784","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1809","40.752998","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1810","40.753035","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1811","40.753251","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1812","40.758978","192.168.42.42","192.168.42.129","60521","53","DNS","","80",""
"1813","40.759879","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1814","40.759938","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1815","40.764283","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1816","40.764499","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1817","40.764534","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1818","40.764749","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1819","40.764870","44.209.129.182","192.168.42.42","443","51965","TCP","","54","0x010"
"1820","40.765245","44.209.129.182","192.168.42.42","443","51965","TLSv1.2","","1424","0x010"
"1821","40.773173","44.209.129.182","192.168.42.42","443","51965","TCP","","1424","0x010"
"1822","40.773274","192.168.42.42","44.209.129.182","51965","443","TCP","","54","0x010"
"1823","40.773428","44.209.129.182","192.168.42.42","443","51965","TCP","","1424","0x010"
"1824","40.773620","44.209.129.182","192.168.42.42","443","51965","TLSv1.2","","1343","0x018"
"1825","40.773643","192.168.42.42","44.209.129.182","51965","443","TCP","","54","0x010"
"1826","40.773747","44.209.129.182","192.168.42.42","443","51970","TCP","","66","0x012"
"1827","40.773817","192.168.42.42","44.209.129.182","51970","443","TCP","","54","0x010"
"1828","40.774748","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1829","40.774784","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1830","40.775120","18.161.229.62","192.168.42.42","443","51967","TLSv1.3","","1424","0x018"
"1831","40.782665","192.168.42.129","192.168.42.42","53","60521","DNS","","108",""
"1832","40.784260","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1833","40.784318","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1834","40.784620","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1835","40.789021","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1836","40.789078","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1837","40.789188","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1838","40.789231","44.209.129.182","192.168.42.42","443","51969","TCP","","66","0x012"
"1839","40.789299","192.168.42.42","44.209.129.182","51969","443","TCP","","54","0x010"
"1840","40.789498","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1841","40.789523","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1842","40.789870","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1843","40.790119","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1844","40.790142","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1845","40.793409","192.168.42.42","44.209.129.182","51965","443","TLSv1.2","","180","0x018"
"1846","40.802318","192.168.42.42","44.209.129.182","51969","443","TLSv1.2","","571","0x018"
"1847","40.803257","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1848","40.803502","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1849","40.803528","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1850","40.803571","44.209.129.182","192.168.42.42","443","51964","TCP","","54","0x010"
"1851","40.803748","44.209.129.182","192.168.42.42","443","51964","TLSv1.2","","1424","0x010"
"1852","40.804125","44.209.129.182","192.168.42.42","443","51964","TCP","","1424","0x010"
"1853","40.804147","192.168.42.42","44.209.129.182","51964","443","TCP","","54","0x010"
"1854","40.804494","44.209.129.182","192.168.42.42","443","51964","TCP","","1424","0x010"
"1855","40.804743","44.209.129.182","192.168.42.42","443","51964","TLSv1.2","","1343","0x018"
"1856","40.804764","192.168.42.42","44.209.129.182","51964","443","TCP","","54","0x010"
"1857","40.810387","192.168.42.42","44.209.129.182","51970","443","TLSv1.2","","571","0x018"
"1858","40.816039","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1859","40.822663","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1860","40.822724","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1861","40.822877","18.161.229.62","192.168.42.42","443","51967","TLSv1.3","","1424","0x010"
"1862","40.823121","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1863","40.823144","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1864","40.824121","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1865","40.824495","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1866","40.824520","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1867","40.827316","192.168.42.42","44.209.129.182","51964","443","TLSv1.2","","180","0x018"
"1868","40.833167","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1869","40.833500","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1870","40.833540","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1871","40.833751","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1872","40.837149","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1873","40.837202","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1874","40.844419","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1875","40.844750","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1876","40.844788","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1877","40.849412","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1878","40.849627","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1879","40.849665","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1880","40.857293","18.161.229.62","192.168.42.42","443","51967","TLSv1.3","","1424","0x010"
"1881","40.857421","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1882","40.857455","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1883","40.864293","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1884","40.868172","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1885","40.868242","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1886","40.879169","44.209.129.182","192.168.42.42","443","51966","TCP","","54","0x010"
"1887","40.879372","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1888","40.879526","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1889","40.879566","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1890","40.879870","44.209.129.182","192.168.42.42","443","51966","TLSv1.2","","1424","0x010"
"1891","40.879994","44.209.129.182","192.168.42.42","443","51966","TCP","","1424","0x010"
"1892","40.880017","192.168.42.42","44.209.129.182","51966","443","TCP","","54","0x010"
"1893","40.880369","44.209.129.182","192.168.42.42","443","51966","TCP","","1424","0x010"
"1894","40.880619","44.209.129.182","192.168.42.42","443","51966","TLSv1.2","","1343","0x018"
"1895","40.880646","192.168.42.42","44.209.129.182","51966","443","TCP","","54","0x010"
"1896","40.893824","192.168.42.42","44.209.129.182","51966","443","TLSv1.2","","180","0x018"
"1897","40.894380","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1898","40.894626","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1899","40.894655","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1900","40.894996","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1901","40.897760","18.161.229.62","192.168.42.42","443","51967","TLSv1.3","","1424","0x018"
"1902","40.897803","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1903","40.898124","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1904","40.898371","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1905","40.898397","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1906","40.917544","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1907","40.917699","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1908","40.917739","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1909","40.918749","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1910","40.918793","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1911","40.918818","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1912","40.919000","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1913","40.919041","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1914","40.919065","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1915","40.919247","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1916","40.925507","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1917","40.925554","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1918","40.925750","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1919","40.925995","18.161.229.62","192.168.42.42","443","51967","TLSv1.3","","1424","0x018"
"1920","40.926023","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1921","40.928257","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1922","40.943415","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1923","40.943515","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1924","40.943635","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1925","40.943752","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1926","40.943780","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1927","40.944000","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1928","40.944246","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1929","40.944276","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1930","40.944620","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1931","40.960788","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1932","40.960883","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1933","40.961002","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1934","40.963629","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1935","40.963672","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1936","40.963875","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1937","40.969518","18.161.229.62","192.168.42.42","443","51967","TLSv1.3","","1424","0x010"
"1938","40.969581","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1939","40.971383","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1940","40.971623","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1941","40.971653","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1942","40.974392","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1943","40.974622","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1944","40.974658","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1945","40.982925","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1946","40.984507","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1947","40.984555","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1948","40.984752","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1949","40.988135","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1950","40.988183","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1951","40.988495","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1952","40.988870","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1953","40.988896","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1954","40.998175","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1955","41.007421","18.161.229.62","192.168.42.42","443","51967","TLSv1.3","","1424","0x010"
"1956","41.007507","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1957","41.007637","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1958","41.009257","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1959","41.009298","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1960","41.010893","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1961","41.027288","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1962","41.027374","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1963","41.027506","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1964","41.027747","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1965","41.027770","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1966","41.028016","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1967","41.028245","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1968","41.028273","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1969","41.028620","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1970","41.028870","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
"1971","41.028897","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1972","41.029745","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1973","41.047420","18.161.229.62","192.168.42.42","443","51967","TLSv1.3","","1424","0x010"
"1974","41.047516","192.168.42.42","18.161.229.62","51967","443","TCP","","54","0x010"
"1975","41.047634","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x018"
"1976","41.047751","18.161.229.62","192.168.42.42","443","51967","TCP","","1424","0x010"
