"No.","Time","Source","Destination","Source Port","Destination Port","Protocol","Length","ICMP Type","Flags"
"1175","23.524723","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1176","23.524956","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","1424","","0x010"
"1177","23.524977","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1178","23.526087","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","1424","","0x018"
"1179","23.526121","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1180","23.527965","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","1424","","0x010"
"1181","23.528001","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1182","23.532112","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","1424","","0x018"
"1183","23.532178","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1184","23.536860","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","1424","","0x010"
"1185","23.536915","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1186","23.537086","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","1424","","0x018"
"1187","23.537107","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1188","23.537457","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","1424","","0x010"
"1189","23.537482","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1190","23.538459","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","1424","","0x018"
"1191","23.538486","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1192","23.538705","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","1424","","0x010"
"1193","23.538725","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1194","23.540224","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","1424","","0x018"
"1195","23.540281","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1196","23.540462","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","1424","","0x010"
"1197","23.540486","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1198","23.540583","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","1424","","0x018"
"1199","23.540605","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1200","23.541218","142.250.192.97","192.168.42.224","443","62103","TCP","54","","0x010"
"1201","23.541259","142.250.192.97","192.168.42.224","443","62103","TCP","54","","0x010"
"1202","23.541343","142.250.192.97","192.168.42.224","443","62103","TLSv1.3","668","","0x018"
"1203","23.542482","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","1424","","0x010"
"1204","23.542525","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1205","23.542615","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","1424","","0x018"
"1206","23.542634","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1207","23.542828","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","1424","","0x010"
"1208","23.542848","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1209","23.543206","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","1424","","0x018"
"1210","23.543228","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1211","23.543258","142.250.192.97","192.168.42.224","443","62103","TLSv1.3","85","","0x018"
"1212","23.543276","192.168.42.224","142.250.192.97","62103","443","TCP","54","","0x010"
"1213","23.545723","192.168.42.224","142.250.192.97","62103","443","TLSv1.3","85","","0x018"
"1214","23.551992","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","1424","","0x010"
"1215","23.552065","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1216","23.552212","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","1424","","0x018"
"1217","23.552233","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1218","23.562125","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","1424","","0x010"
"1219","23.562209","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1220","23.562320","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","1424","","0x018"
"1221","23.562341","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1222","23.562417","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","1424","","0x010"
"1223","23.562442","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1224","23.562830","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","1424","","0x018"
"1225","23.562851","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1226","23.571877","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","1424","","0x010"
"1227","23.571958","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1228","23.572092","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","1424","","0x018"
"1229","23.572113","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1230","23.572334","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","1424","","0x010"
"1231","23.572354","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1232","23.572456","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","1424","","0x018"
"1233","23.572474","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1234","23.572831","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","1424","","0x010"
"1235","23.572854","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1236","23.573080","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","1424","","0x018"
"1237","23.573103","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1238","23.573328","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","1424","","0x010"
"1239","23.573349","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1240","23.578002","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","1424","","0x018"
"1241","23.578086","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1242","23.578143","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","1424","","0x010"
"1243","23.578163","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1244","23.578334","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","1424","","0x018"
"1245","23.578356","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1246","23.578583","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","1424","","0x010"
"1247","23.578603","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1248","23.578705","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","1424","","0x010"
"1249","23.578724","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1250","23.578954","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","1424","","0x018"
"1251","23.578973","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1252","23.579204","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","1424","","0x010"
"1253","23.579224","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1254","23.592245","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","1424","","0x018"
"1255","23.592324","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1256","23.592463","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","1424","","0x010"
"1257","23.592482","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1258","23.592706","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","1424","","0x018"
"1259","23.592728","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1260","23.592956","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","1424","","0x010"
"1261","23.592974","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1262","23.593833","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","1424","","0x018"
"1263","23.593861","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1264","23.594331","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","1424","","0x010"
"1265","23.594354","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1266","23.594456","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","1424","","0x018"
"1267","23.594477","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1268","23.595966","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","1424","","0x010"
"1269","23.596004","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1270","23.596332","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","1424","","0x018"
"1271","23.596356","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1272","23.596833","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","1424","","0x010"
"1273","23.596856","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1274","23.597203","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","1424","","0x018"
"1275","23.597228","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1276","23.612747","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","1424","","0x010"
"1277","23.612836","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1278","23.612950","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","1424","","0x018"
"1279","23.612973","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1280","23.613205","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","1424","","0x010"
"1281","23.613226","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1282","23.613332","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","1424","","0x018"
"1283","23.613352","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1284","23.618000","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","1424","","0x010"
"1285","23.618090","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1286","23.618204","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","1424","","0x018"
"1287","23.618224","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1288","23.618294","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","1424","","0x010"
"1289","23.618320","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1290","23.618456","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","1424","","0x018"
"1291","23.618480","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1292","23.618831","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","1424","","0x010"
"1293","23.618859","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1294","23.619077","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","1424","","0x018"
"1295","23.619330","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","1314","","0x018"
"1296","23.619353","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1297","23.638259","142.250.192.97","192.168.42.224","443","62103","TCP","54","","0x010"
"1298","24.233227","192.168.42.224","172.217.174.227","52092","443","QUIC","359","",""
"1299","24.467952","192.168.42.224","172.217.174.227","52092","443","QUIC","359","",""
"1300","24.468079","192.168.42.224","172.217.174.227","52092","443","QUIC","71","",""
"1301","24.504872","172.217.174.227","192.168.42.224","443","52092","QUIC","72","",""
"1302","24.506096","172.217.174.227","192.168.42.224","443","52092","QUIC","1395","",""
"1303","24.506205","172.217.174.227","192.168.42.224","443","52092","QUIC","1399","",""
"1304","24.506330","172.217.174.227","192.168.42.224","443","52092","QUIC","1399","",""
"1305","24.506456","172.217.174.227","192.168.42.224","443","52092","QUIC","1399","",""
"1306","24.506486","172.217.174.227","192.168.42.224","443","52092","QUIC","1399","",""
"1307","24.506896","192.168.42.224","172.217.174.227","52092","443","QUIC","78","",""
"1308","24.506956","172.217.174.227","192.168.42.224","443","52092","QUIC","1399","",""
"1309","24.507083","172.217.174.227","192.168.42.224","443","52092","QUIC","1399","",""
"1310","24.507114","172.217.174.227","192.168.42.224","443","52092","QUIC","1399","",""
"1311","24.507331","172.217.174.227","192.168.42.224","443","52092","QUIC","478","",""
"1312","24.507362","172.217.174.227","192.168.42.224","443","52092","QUIC","67","",""
"1313","24.507381","192.168.42.224","172.217.174.227","52092","443","QUIC","73","",""
"1314","24.507633","192.168.42.224","172.217.174.227","52092","443","QUIC","75","",""
"1315","24.593313","192.168.42.224","142.250.192.97","50836","443","QUIC","299","",""
"1316","24.594842","172.217.174.227","192.168.42.224","443","52092","QUIC","68","",""
"1317","24.618750","172.217.174.227","192.168.42.224","443","52092","QUIC","69","",""
"1318","24.647523","192.168.42.224","142.250.192.97","50836","443","QUIC","278","",""
"1319","24.657806","192.168.42.224","142.250.192.97","50836","443","QUIC","299","",""
"1320","24.674000","142.250.192.97","192.168.42.224","443","50836","QUIC","72","",""
"1321","24.720454","192.168.42.224","142.250.192.97","50836","443","QUIC","74","",""
"1322","24.735254","142.250.192.97","192.168.42.224","443","50836","QUIC","72","",""
"1323","24.735373","142.250.192.97","192.168.42.224","443","50836","QUIC","68","",""
"1324","24.735586","142.250.192.97","192.168.42.224","443","50836","QUIC","67","",""
"1325","24.735873","192.168.42.224","142.250.192.97","50836","443","QUIC","73","",""
"1326","24.737091","142.250.192.97","192.168.42.224","443","50836","QUIC","1395","",""
"1327","24.737332","142.250.192.97","192.168.42.224","443","50836","QUIC","1399","",""
"1328","24.737583","142.250.192.97","192.168.42.224","443","50836","QUIC","1399","",""
"1329","24.737797","192.168.42.224","142.250.192.97","50836","443","QUIC","78","",""
"1330","24.737854","142.250.192.97","192.168.42.224","443","50836","QUIC","1399","",""
"1331","24.738165","192.168.42.224","142.250.192.97","50836","443","QUIC","73","",""
"1332","24.738579","142.250.192.97","192.168.42.224","443","50836","QUIC","627","",""
"1333","24.738956","142.250.192.97","192.168.42.224","443","50836","QUIC","1395","",""
"1334","24.739207","142.250.192.97","192.168.42.224","443","50836","QUIC","1289","",""
"1335","24.742038","192.168.42.224","142.250.192.97","50836","443","QUIC","79","",""
"1336","24.757129","142.250.192.97","192.168.42.224","443","50836","QUIC","1395","",""
"1337","24.757275","142.250.192.97","192.168.42.224","443","50836","QUIC","1011","",""
"1338","24.758187","192.168.42.224","142.250.192.97","50836","443","QUIC","78","",""
"1339","24.816620","142.250.192.97","192.168.42.224","443","50836","QUIC","68","",""
"1340","24.853752","142.250.192.97","192.168.42.224","443","50836","QUIC","69","",""
"1341","25.910771","192.168.42.224","34.120.237.76","62096","443","TLSv1.3","285","","0x018"
"1342","26.098761","192.168.42.224","34.120.237.76","62096","443","TLSv1.3","284","","0x018"
"1343","26.131751","34.120.237.76","192.168.42.224","443","62096","TCP","54","","0x010"
"1344","26.131841","34.120.237.76","192.168.42.224","443","62096","TLSv1.3","169","","0x018"
"1345","26.132272","192.168.42.224","34.120.237.76","62096","443","TLSv1.3","93","","0x018"
"1346","26.249437","192.168.42.224","192.168.42.129","51253","53","DNS","81","",""
"1347","26.283126","34.120.237.76","192.168.42.224","443","62096","TCP","54","","0x010"
"1348","26.283210","34.120.237.76","192.168.42.224","443","62096","TLSv1.3","169","","0x018"
"1349","26.283592","192.168.42.224","34.120.237.76","62096","443","TLSv1.3","93","","0x018"
"1350","26.296006","192.168.42.224","192.168.42.129","51253","53","DNS","81","",""
"1351","26.332652","192.168.42.129","192.168.42.224","53","51253","DNS","337","",""
"1352","26.338552","192.168.42.224","192.168.42.129","61635","53","DNS","81","",""
"1353","26.340003","192.168.42.224","142.250.195.234","62104","443","TCP","66","","0x002"
"1354","26.357124","34.120.237.76","192.168.42.224","443","62096","TCP","54","","0x010"
"1355","26.387539","192.168.42.224","192.168.42.129","61635","53","DNS","81","",""
"1356","26.392964","192.168.42.129","192.168.42.224","53","61635","DNS","193","",""
"1357","26.403210","142.250.195.234","192.168.42.224","443","62104","TCP","66","","0x012"
"1358","26.403281","192.168.42.224","142.250.195.234","62104","443","TCP","54","","0x010"
"1359","26.408990","192.168.42.224","142.250.195.234","62104","443","TLSv1.3","571","","0x018"
"1360","26.462132","142.250.195.234","192.168.42.224","443","62104","TCP","54","","0x010"
"1361","26.495635","142.250.195.234","192.168.42.224","443","62104","TLSv1.3","1424","","0x010"
"1362","26.499589","142.250.195.234","192.168.42.224","443","62104","TCP","1424","","0x018"
"1363","26.499631","192.168.42.224","142.250.195.234","62104","443","TCP","54","","0x010"
"1364","26.500953","142.250.195.234","192.168.42.224","443","62104","TCP","1424","","0x010"
"1365","26.501078","142.250.195.234","192.168.42.224","443","62104","TLSv1.3","624","","0x018"
"1366","26.501097","192.168.42.224","142.250.195.234","62104","443","TCP","54","","0x010"
"1367","26.516578","192.168.42.224","142.250.195.234","62104","443","TLSv1.3","118","","0x018"
"1368","26.517422","192.168.42.224","142.250.195.234","62104","443","TLSv1.3","224","","0x018"
"1369","26.517491","192.168.42.224","142.250.195.234","62104","443","TLSv1.3","465","","0x018"
"1370","26.517566","192.168.42.224","142.250.195.234","62104","443","TLSv1.3","109","","0x018"
"1371","26.593622","142.250.195.234","192.168.42.224","443","62104","TCP","54","","0x010"
"1372","26.593744","142.250.195.234","192.168.42.224","443","62104","TLSv1.3","668","","0x018"
"1373","26.593790","142.250.195.234","192.168.42.224","443","62104","TLSv1.3","85","","0x018"
"1374","26.593831","192.168.42.224","142.250.195.234","62104","443","TCP","54","","0x010"
"1375","26.595475","192.168.42.224","142.250.195.234","62104","443","TLSv1.3","85","","0x018"
"1376","26.637721","142.250.195.234","192.168.42.224","443","62104","TLSv1.3","412","","0x018"
"1377","26.637842","142.250.195.234","192.168.42.224","443","62104","TLSv1.3","1424","","0x018"
"1378","26.637872","192.168.42.224","142.250.195.234","62104","443","TCP","54","","0x010"
"1379","26.638083","142.250.195.234","192.168.42.224","443","62104","TLSv1.3","1424","","0x018"
"1380","26.638105","192.168.42.224","142.250.195.234","62104","443","TCP","54","","0x010"
"1381","26.639591","142.250.195.234","192.168.42.224","443","62104","TLSv1.3","1424","","0x010"
"1382","26.639628","192.168.42.224","142.250.195.234","62104","443","TCP","54","","0x010"
"1383","26.639954","142.250.195.234","192.168.42.224","443","62104","TLSv1.3","1424","","0x018"
"1384","26.639974","192.168.42.224","142.250.195.234","62104","443","TCP","54","","0x010"
"1385","26.640203","142.250.195.234","192.168.42.224","443","62104","TLSv1.3","1424","","0x010"
"1386","26.640223","192.168.42.224","142.250.195.234","62104","443","TCP","54","","0x010"
"1387","26.640452","142.250.195.234","192.168.42.224","443","62104","TLSv1.3","1424","","0x018"
"1388","26.640473","192.168.42.224","142.250.195.234","62104","443","TCP","54","","0x010"
"1389","26.643720","142.250.195.234","192.168.42.224","443","62104","TLSv1.3","1424","","0x010"
"1390","26.643783","192.168.42.224","142.250.195.234","62104","443","TCP","54","","0x010"
"1391","26.643958","142.250.195.234","192.168.42.224","443","62104","TLSv1.3","1424","","0x018"
"1392","26.643981","192.168.42.224","142.250.195.234","62104","443","TCP","54","","0x010"
"1393","26.645217","142.250.195.234","192.168.42.224","443","62104","TLSv1.3","1424","","0x010"
"1394","26.645251","192.168.42.224","142.250.195.234","62104","443","TCP","54","","0x010"
"1395","26.648342","142.250.195.234","192.168.42.224","443","62104","TLSv1.3","1424","","0x018"
"1396","26.648377","192.168.42.224","142.250.195.234","62104","443","TCP","54","","0x010"
"1397","26.651217","142.250.195.234","192.168.42.224","443","62104","TLSv1.3","1424","","0x010"
"1398","26.651252","192.168.42.224","142.250.195.234","62104","443","TCP","54","","0x010"
"1399","26.651455","142.250.195.234","192.168.42.224","443","62104","TLSv1.3","1424","","0x018"
"1400","26.651477","192.168.42.224","142.250.195.234","62104","443","TCP","54","","0x010"
"1401","26.653593","142.250.195.234","192.168.42.224","443","62104","TLSv1.3","1424","","0x010"
"1402","26.653629","192.168.42.224","142.250.195.234","62104","443","TCP","54","","0x010"
"1403","26.653830","142.250.195.234","192.168.42.224","443","62104","TLSv1.3","1424","","0x018"
"1404","26.653850","192.168.42.224","142.250.195.234","62104","443","TCP","54","","0x010"
"1405","26.656591","142.250.195.234","192.168.42.224","443","62104","TLSv1.3","1424","","0x010"
"1406","26.656626","192.168.42.224","142.250.195.234","62104","443","TCP","54","","0x010"
"1407","26.656830","142.250.195.234","192.168.42.224","443","62104","TLSv1.3","1424","","0x018"
"1408","26.656851","192.168.42.224","142.250.195.234","62104","443","TCP","54","","0x010"
"1409","26.663629","142.250.195.234","192.168.42.224","443","62104","TLSv1.3","1424","","0x010"
"1410","26.663702","192.168.42.224","142.250.195.234","62104","443","TCP","54","","0x010"
"1411","26.663890","142.250.195.234","192.168.42.224","443","62104","TLSv1.3","1424","","0x018"
"1412","26.663947","192.168.42.224","142.250.195.234","62104","443","TCP","54","","0x010"
"1413","26.665123","142.250.195.234","192.168.42.224","443","62104","TLSv1.3","1424","","0x010"
"1414","26.665196","192.168.42.224","142.250.195.234","62104","443","TCP","54","","0x010"
"1415","26.666626","142.250.195.234","192.168.42.224","443","62104","TLSv1.3","1424","","0x018"
"1416","26.666696","192.168.42.224","142.250.195.234","62104","443","TCP","54","","0x010"
"1417","26.669001","142.250.195.234","192.168.42.224","443","62104","TLSv1.3","1424","","0x010"
"1418","26.669081","192.168.42.224","142.250.195.234","62104","443","TCP","54","","0x010"
"1419","26.685627","142.250.195.234","192.168.42.224","443","62104","TLSv1.3","1424","","0x010"
"1420","26.687016","142.250.195.234","192.168.42.224","443","62104","TLSv1.3","1424","","0x018"
"1421","26.687086","192.168.42.224","142.250.195.234","62104","443","TCP","54","","0x010"
"1422","26.687280","142.250.195.234","192.168.42.224","443","62104","TLSv1.3","602","","0x018"
"1423","26.687816","192.168.42.224","142.250.195.234","62104","443","TLSv1.3","93","","0x018"
"1424","26.778122","142.250.195.234","192.168.42.224","443","62104","TCP","54","","0x010"
"1425","26.894810","192.168.42.224","142.250.192.142","62097","443","TLSv1.3","375","","0x018"
"1426","26.894930","192.168.42.224","142.250.192.142","62097","443","TLSv1.3","609","","0x018"
"1427","26.895376","192.168.42.224","142.250.192.142","62097","443","TCP","1424","","0x010"
"1428","26.895376","192.168.42.224","142.250.192.142","62097","443","TCP","1424","","0x010"
"1429","26.895376","192.168.42.224","142.250.192.142","62097","443","TCP","1424","","0x010"
"1430","26.895376","192.168.42.224","142.250.192.142","62097","443","TCP","1424","","0x010"
"1431","26.895376","192.168.42.224","142.250.192.142","62097","443","TCP","1424","","0x010"
"1432","26.895376","192.168.42.224","142.250.192.142","62097","443","TCP","1424","","0x010"
"1433","26.895376","192.168.42.224","142.250.192.142","62097","443","TCP","1424","","0x010"
"1434","26.895376","192.168.42.224","142.250.192.142","62097","443","TCP","1424","","0x010"
"1435","26.895376","192.168.42.224","142.250.192.142","62097","443","TCP","1424","","0x010"
"1436","26.895376","192.168.42.224","142.250.192.142","62097","443","TCP","1424","","0x010"
"1437","26.895376","192.168.42.224","142.250.192.142","62097","443","TCP","1424","","0x010"
"1438","26.895376","192.168.42.224","142.250.192.142","62097","443","TLSv1.3","1015","","0x018"
"1439","26.895912","192.168.42.224","142.250.192.142","62097","443","TCP","1424","","0x010"
"1440","26.895912","192.168.42.224","142.250.192.142","62097","443","TCP","1424","","0x010"
"1441","26.895912","192.168.42.224","142.250.192.142","62097","443","TCP","1424","","0x010"
"1442","26.895912","192.168.42.224","142.250.192.142","62097","443","TCP","1424","","0x010"
"1443","26.895912","192.168.42.224","142.250.192.142","62097","443","TCP","1424","","0x010"
"1444","26.895912","192.168.42.224","142.250.192.142","62097","443","TCP","1424","","0x010"
"1445","26.904254","192.168.42.224","142.250.195.234","62104","443","TLSv1.3","239","","0x018"
"1446","27.073645","192.168.42.224","192.168.42.129","61286","53","DNS","79","",""
"1447","27.077740","192.168.42.224","192.168.42.129","64482","53","DNS","67","",""
"1448","27.101988","192.168.42.224","192.168.42.129","64482","53","DNS","67","",""
"1449","27.102084","192.168.42.224","192.168.42.129","61286","53","DNS","79","",""
"1450","27.106658","142.250.192.142","192.168.42.224","443","62097","TCP","54","","0x010"
"1451","27.106784","142.250.192.142","192.168.42.224","443","62097","TCP","54","","0x010"
"1452","27.106836","192.168.42.224","142.250.192.142","62097","443","TCP","1424","","0x010"
"1453","27.106969","142.250.192.142","192.168.42.224","443","62097","TCP","54","","0x010"
"1454","27.106996","192.168.42.224","142.250.192.142","62097","443","TCP","1424","","0x010"
"1455","27.106996","192.168.42.224","142.250.192.142","62097","443","TCP","1424","","0x010"
"1456","27.107067","142.250.192.142","192.168.42.224","443","62097","TCP","54","","0x010"
"1457","27.107093","192.168.42.224","142.250.192.142","62097","443","TCP","1424","","0x010"
"1458","27.107093","192.168.42.224","142.250.192.142","62097","443","TLSv1.3","1424","","0x018"
"1459","27.107344","142.250.192.142","192.168.42.224","443","62097","TCP","54","","0x010"
"1460","27.107369","192.168.42.224","142.250.192.142","62097","443","TLSv1.3","1424","","0x018"
"1461","27.107369","192.168.42.224","142.250.192.142","62097","443","TLSv1.3","1312","","0x018"
"1462","27.107427","142.250.192.142","192.168.42.224","443","62097","TCP","54","","0x010"
"1463","27.107590","142.250.192.142","192.168.42.224","443","62097","TCP","54","","0x010"
"1464","27.107626","142.250.192.142","192.168.42.224","443","62097","TCP","54","","0x010"
"1465","27.107722","142.250.192.142","192.168.42.224","443","62097","TCP","54","","0x010"
"1466","27.107853","142.250.192.142","192.168.42.224","443","62097","TCP","54","","0x010"
"1467","27.107887","142.250.192.142","192.168.42.224","443","62097","TCP","54","","0x010"
"1468","27.107887","142.250.192.142","192.168.42.224","443","62097","TCP","54","","0x010"
"1469","27.107887","142.250.192.142","192.168.42.224","443","62097","TCP","54","","0x010"
"1470","27.107887","142.250.192.142","192.168.42.224","443","62097","TCP","54","","0x010"
"1471","27.108085","142.250.192.142","192.168.42.224","443","62097","TCP","54","","0x010"
"1472","27.108118","142.250.192.142","192.168.42.224","443","62097","TCP","54","","0x010"
"1473","27.108118","142.250.192.142","192.168.42.224","443","62097","TCP","54","","0x010"
"1474","27.108118","142.250.192.142","192.168.42.224","443","62097","TCP","54","","0x010"
"1475","27.108118","142.250.195.234","192.168.42.224","443","62104","TCP","54","","0x010"
"1476","27.108334","142.250.195.234","192.168.42.224","443","62104","TLSv1.3","282","","0x018"
"1477","27.108386","142.250.195.234","192.168.42.224","443","62104","TLSv1.3","85","","0x018"
"1478","27.108412","192.168.42.224","142.250.195.234","62104","443","TCP","54","","0x010"
"1479","27.108586","142.250.192.142","192.168.42.224","443","62097","TCP","54","","0x010"
"1480","27.108707","142.250.192.142","192.168.42.224","443","62097","TCP","54","","0x010"
"1481","27.109462","142.250.195.234","192.168.42.224","443","62104","TLSv1.3","93","","0x018"
"1482","27.109563","192.168.42.224","142.250.195.234","62104","443","TLSv1.3","93","","0x018"
"1483","27.112713","192.168.42.224","142.250.195.234","62104","443","TLSv1.3","160","","0x018"
"1484","27.112855","192.168.42.224","142.250.195.234","62104","443","TLSv1.3","1097","","0x018"
"1485","27.116427","192.168.42.224","34.120.237.76","62096","443","TLSv1.3","285","","0x018"
"1486","27.153751","192.168.42.129","192.168.42.224","53","61286","DNS","143","",""
"1487","27.154903","192.168.42.224","192.168.42.129","60487","53","DNS","94","",""
"1488","27.155464","192.168.42.129","192.168.42.224","53","60487","DNS","110","",""
"1489","27.156101","192.168.42.224","192.168.42.129","58282","53","DNS","94","",""
"1490","27.173380","192.168.42.129","192.168.42.224","53","64482","DNS","125","",""
"1491","27.187177","192.168.42.224","192.168.42.129","58282","53","DNS","94","",""
"1492","27.190338","142.250.192.142","192.168.42.224","443","62097","TCP","54","","0x010"
"1493","27.193988","142.250.192.142","192.168.42.224","443","62097","TCP","54","","0x010"
"1494","27.199366","142.250.192.142","192.168.42.224","443","62097","TCP","54","","0x010"
"1495","27.208247","192.168.42.129","192.168.42.224","53","58282","DNS","155","",""
