"No.","Time","Source","Destination","Source Port","Destination Port","Protocol","Length","ICMP Type","Flags"
"584","22.101611","142.250.192.142","192.168.42.224","443","62097","TLSv1.3","85","","0x018"
"585","22.101639","192.168.42.224","142.250.192.142","62097","443","TCP","54","","0x010"
"586","22.175256","142.250.192.142","192.168.42.224","443","62097","TCP","54","","0x010"
"587","22.461166","192.168.42.224","142.250.192.142","62097","443","TLSv1.3","156","","0x018"
"588","22.585593","192.168.42.224","172.217.174.227","52092","443","QUIC","383","",""
"589","22.587315","192.168.42.224","172.217.174.227","52092","443","QUIC","72","",""
"590","22.618504","142.250.192.142","192.168.42.224","443","62097","TCP","54","","0x010"
"591","22.648637","142.250.192.142","192.168.42.224","443","62097","TLSv1.3","147","","0x018"
"592","22.648787","142.250.192.142","192.168.42.224","443","62097","TLSv1.3","1424","","0x018"
"593","22.648833","192.168.42.224","142.250.192.142","62097","443","TCP","54","","0x010"
"594","22.648915","142.250.192.142","192.168.42.224","443","62097","TLSv1.3","972","","0x018"
"595","22.648950","142.250.192.142","192.168.42.224","443","62097","TLSv1.3","86","","0x018"
"596","22.648966","192.168.42.224","142.250.192.142","62097","443","TCP","54","","0x010"
"597","22.649033","142.250.192.142","192.168.42.224","443","62097","TLSv1.3","124","","0x018"
"598","22.649154","192.168.42.224","142.250.192.142","62097","443","TLSv1.3","93","","0x018"
"599","22.656457","192.168.42.224","142.250.192.142","62097","443","TLSv1.3","252","","0x018"
"600","22.656645","192.168.42.224","142.250.192.142","62097","443","TLSv1.3","1254","","0x018"
"601","22.656793","192.168.42.224","142.250.192.142","62097","443","TLSv1.3","811","","0x018"
"602","22.693373","172.217.174.227","192.168.42.224","443","52092","QUIC","72","",""
"603","22.693482","172.217.174.227","192.168.42.224","443","52092","QUIC","73","",""
"604","22.701169","192.168.42.224","172.217.174.227","52092","443","QUIC","73","",""
"605","22.729132","142.250.192.142","192.168.42.224","443","62097","TCP","54","","0x010"
"606","22.729229","142.250.192.142","192.168.42.224","443","62097","TCP","54","","0x010"
"607","22.729336","142.250.192.142","192.168.42.224","443","62097","TCP","54","","0x010"
"608","22.729458","142.250.192.142","192.168.42.224","443","62097","TCP","54","","0x010"
"609","22.810124","142.250.192.142","192.168.42.224","443","62097","TLSv1.3","126","","0x018"
"610","22.810333","142.250.192.142","192.168.42.224","443","62097","TLSv1.3","1424","","0x018"
"611","22.810369","192.168.42.224","142.250.192.142","62097","443","TCP","54","","0x010"
"612","22.810586","142.250.192.142","192.168.42.224","443","62097","TLSv1.3","1424","","0x018"
"613","22.810706","142.250.192.142","192.168.42.224","443","62097","TLSv1.3","526","","0x018"
"614","22.810723","192.168.42.224","142.250.192.142","62097","443","TCP","54","","0x010"
"615","22.810832","142.250.192.142","192.168.42.224","443","62097","TLSv1.3","93","","0x018"
"616","22.811108","192.168.42.224","142.250.192.142","62097","443","TLSv1.3","93","","0x018"
"617","22.836550","192.168.42.224","142.250.196.67","62101","443","TCP","66","","0x002"
"618","22.859812","192.168.42.224","192.168.42.129","53145","53","DNS","76","",""
"619","22.873246","142.250.196.67","192.168.42.224","443","62101","TCP","66","","0x012"
"620","22.873355","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"621","22.878722","192.168.42.224","142.250.196.67","62101","443","TLSv1.3","571","","0x018"
"622","22.888868","142.250.192.142","192.168.42.224","443","62097","TCP","54","","0x010"
"623","22.912004","192.168.42.129","192.168.42.224","53","53145","DNS","92","",""
"624","22.915102","192.168.42.224","192.168.42.129","53145","53","DNS","76","",""
"625","22.915462","192.168.42.129","192.168.42.224","53","53145","DNS","92","",""
"626","22.918082","192.168.42.224","192.168.42.129","58353","53","DNS","73","",""
"627","22.932250","142.250.196.67","192.168.42.224","443","62101","TCP","54","","0x010"
"628","22.936668","192.168.42.224","192.168.42.129","58884","53","DNS","76","",""
"629","22.938461","192.168.42.224","142.250.183.67","62102","443","TCP","66","","0x002"
"630","22.964753","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x010"
"631","22.966226","142.250.196.67","192.168.42.224","443","62101","TCP","1424","","0x018"
"632","22.966276","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"633","22.966960","142.250.196.67","192.168.42.224","443","62101","TCP","1424","","0x010"
"634","22.966998","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","284","","0x018"
"635","22.967015","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"636","22.972869","192.168.42.129","192.168.42.224","53","58353","DNS","134","",""
"637","22.973334","192.168.42.129","192.168.42.224","53","58884","DNS","104","",""
"638","23.005958","192.168.42.224","142.250.196.67","62101","443","TLSv1.3","118","","0x018"
"639","23.006705","192.168.42.224","142.250.196.67","62101","443","TLSv1.3","224","","0x018"
"640","23.006765","192.168.42.224","142.250.196.67","62101","443","TLSv1.3","400","","0x018"
"641","23.015516","192.168.42.224","192.168.42.129","56781","53","DNS","94","",""
"642","23.016086","192.168.42.129","192.168.42.224","53","56781","DNS","110","",""
"643","23.018209","142.250.183.67","192.168.42.224","443","62102","TCP","66","","0x012"
"644","23.018265","192.168.42.224","142.250.183.67","62102","443","TCP","54","","0x010"
"645","23.023889","192.168.42.224","142.250.183.67","62102","443","TLSv1.3","571","","0x018"
"646","23.025893","192.168.42.224","192.168.42.129","50835","53","DNS","94","",""
"647","23.045672","192.168.42.224","142.250.192.97","50836","443","QUIC","1399","",""
"648","23.063253","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","668","","0x018"
"649","23.064731","192.168.42.129","192.168.42.224","53","50835","DNS","122","",""
"650","23.065175","192.168.42.224","142.250.196.67","62101","443","TLSv1.3","85","","0x018"
"651","23.072121","142.250.196.67","192.168.42.224","443","62101","TCP","54","","0x010"
"652","23.073472","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","85","","0x018"
"653","23.074118","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","482","","0x018"
"654","23.074161","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"655","23.074333","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x018"
"656","23.074355","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"657","23.074580","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x018"
"658","23.074603","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"659","23.075964","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x010"
"660","23.076003","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"661","23.082590","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x018"
"662","23.082630","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"663","23.082832","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x010"
"664","23.082856","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"665","23.083079","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x018"
"666","23.083102","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"667","23.093041","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x010"
"668","23.093198","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"669","23.093353","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x018"
"670","23.093380","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"671","23.093470","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x010"
"672","23.093491","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"673","23.093833","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x018"
"674","23.093856","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"675","23.094205","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x010"
"676","23.094229","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"677","23.098520","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x018"
"678","23.098642","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"679","23.098768","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x010"
"680","23.098792","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"681","23.098880","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x018"
"682","23.098900","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"683","23.099206","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x010"
"684","23.099230","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"685","23.099331","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x018"
"686","23.099353","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"687","23.099703","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x010"
"688","23.099726","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"689","23.100584","142.250.183.67","192.168.42.224","443","62102","TCP","54","","0x010"
"690","23.113879","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x010"
"691","23.113970","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"692","23.114334","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x018"
"693","23.114360","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"694","23.114707","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x010"
"695","23.114732","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"696","23.117991","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x018"
"697","23.118067","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"698","23.118712","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x010"
"699","23.118742","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"700","23.118833","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x018"
"701","23.118855","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"702","23.119207","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x010"
"703","23.119231","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"704","23.119455","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x018"
"705","23.119479","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"706","23.128373","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x010"
"707","23.128460","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"708","23.130342","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x018"
"709","23.130379","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"710","23.130705","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x010"
"711","23.130729","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"712","23.132602","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x018"
"713","23.132656","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"714","23.143257","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x010"
"715","23.143349","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"716","23.143463","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x018"
"717","23.143485","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"718","23.144966","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x010"
"719","23.145008","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"720","23.149618","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x018"
"721","23.157065","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x010"
"722","23.157188","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"723","23.157294","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x018"
"724","23.158974","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x010"
"725","23.159020","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"726","23.163462","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x018"
"727","23.164583","142.250.192.97","192.168.42.224","443","50836","QUIC","1399","",""
"728","23.165688","192.168.42.224","142.250.192.97","50836","443","QUIC","82","",""
"729","23.172482","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x010"
"730","23.172544","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"731","23.172711","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x018"
"732","23.173080","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x010"
"733","23.173103","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"734","23.186863","192.168.42.224","142.250.192.97","62103","443","TCP","66","","0x002"
"735","23.187105","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x018"
"736","23.187335","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x010"
"737","23.187357","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"738","23.188962","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x018"
"739","23.189081","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x010"
"740","23.189105","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"741","23.190083","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x018"
"742","23.190207","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x010"
"743","23.190231","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"744","23.190580","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x018"
"745","23.192337","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x010"
"746","23.192368","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"747","23.193207","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x018"
"748","23.193581","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x010"
"749","23.193605","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"750","23.193829","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x018"
"751","23.194207","142.250.183.67","192.168.42.224","443","62102","TLSv1.3","1424","","0x010"
"752","23.195586","142.250.183.67","192.168.42.224","443","62102","TCP","1424","","0x018"
"753","23.195614","192.168.42.224","142.250.183.67","62102","443","TCP","54","","0x010"
"754","23.196207","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x010"
"755","23.196230","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"756","23.196575","192.168.42.224","142.250.196.67","62101","443","TLSv1.3","191","","0x018"
"757","23.196890","192.168.42.224","142.250.192.142","62097","443","TLSv1.3","227","","0x018"
"758","23.197000","192.168.42.224","142.250.192.142","62097","443","TLSv1.3","1251","","0x018"
"759","23.197166","192.168.42.224","142.250.192.142","62097","443","TLSv1.3","1082","","0x018"
"760","23.199465","142.250.183.67","192.168.42.224","443","62102","TCP","1424","","0x010"
"761","23.199512","142.250.183.67","192.168.42.224","443","62102","TLSv1.3","270","","0x018"
"762","23.199531","192.168.42.224","142.250.183.67","62102","443","TCP","54","","0x010"
"763","23.202208","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x018"
"764","23.202239","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"765","23.202580","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x010"
"766","23.202602","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"767","23.206833","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x018"
"768","23.206859","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"769","23.207206","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x010"
"770","23.207228","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"771","23.207332","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x018"
"772","23.207352","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"773","23.207578","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x010"
"774","23.207597","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"775","23.207828","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x018"
"776","23.207867","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"777","23.207955","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x010"
"778","23.207974","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"779","23.208331","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x018"
"780","23.208353","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"781","23.208581","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x010"
"782","23.208604","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"783","23.208955","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x018"
"784","23.208981","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"785","23.211711","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x010"
"786","23.211743","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"787","23.212080","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x018"
"788","23.212103","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"789","23.212329","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x010"
"790","23.212351","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"791","23.212578","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x018"
"792","23.212598","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"793","23.212706","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x010"
"794","23.212727","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"795","23.212955","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x018"
"796","23.212975","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"797","23.213203","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x010"
"798","23.213223","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"799","23.213454","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x018"
"800","23.213473","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"801","23.213830","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x010"
"802","23.213851","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"803","23.214079","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x018"
"804","23.214099","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"805","23.214454","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x010"
"806","23.214476","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"807","23.214702","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x018"
"808","23.214723","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"809","23.215078","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x010"
"810","23.215098","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"811","23.215329","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x018"
"812","23.215350","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"813","23.219952","192.168.42.224","142.250.183.67","62102","443","TLSv1.3","118","","0x018"
"814","23.221027","192.168.42.224","142.250.183.67","62102","443","TLSv1.3","224","","0x018"
"815","23.221111","192.168.42.224","142.250.183.67","62102","443","TLSv1.3","631","","0x018"
"816","23.226877","142.250.192.97","192.168.42.224","443","50836","QUIC","1399","",""
"817","23.227084","142.250.192.97","192.168.42.224","443","50836","QUIC","1399","",""
"818","23.227334","142.250.192.97","192.168.42.224","443","50836","QUIC","1399","",""
"819","23.227373","192.168.42.224","142.250.192.97","50836","443","QUIC","84","",""
"820","23.227621","192.168.42.224","142.250.192.97","50836","443","QUIC","84","",""
"821","23.227709","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x010"
"822","23.227752","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"823","23.227957","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x018"
"824","23.227977","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"825","23.228204","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x010"
"826","23.228223","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"827","23.228454","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x018"
"828","23.228476","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"829","23.231869","142.250.192.97","192.168.42.224","443","50836","QUIC","1399","",""
"830","23.232086","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x010"
"831","23.232128","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"832","23.232335","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x018"
"833","23.232355","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"834","23.232456","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x010"
"835","23.232475","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"836","23.232581","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x018"
"837","23.232606","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"838","23.232729","192.168.42.224","142.250.192.97","50836","443","QUIC","84","",""
"839","23.233080","142.250.192.97","192.168.42.224","443","50836","QUIC","1399","",""
"840","23.233401","192.168.42.224","142.250.192.97","50836","443","QUIC","84","",""
"841","23.233583","142.250.192.97","192.168.42.224","443","50836","QUIC","1399","",""
"842","23.233703","142.250.192.97","192.168.42.224","443","50836","QUIC","314","",""
"843","23.233745","192.168.42.224","142.250.192.97","50836","443","QUIC","84","",""
"844","23.246875","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x010"
"845","23.246962","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"846","23.247091","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x018"
"847","23.247112","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"848","23.247193","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x010"
"849","23.247212","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"850","23.247454","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x018"
"851","23.247475","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"852","23.247581","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x010"
"853","23.247605","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"854","23.247827","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x018"
"855","23.247852","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"856","23.248081","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x010"
"857","23.248107","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"858","23.252365","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x018"
"859","23.252442","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"860","23.252536","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x010"
"861","23.252568","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"862","23.253966","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x018"
"863","23.254004","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"864","23.254103","192.168.42.224","142.250.192.97","50836","443","QUIC","85","",""
"865","23.254246","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x010"
"866","23.254269","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"867","23.254458","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x018"
"868","23.254483","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"869","23.254706","192.168.42.224","142.250.182.246","62098","443","TLSv1.3","239","","0x018"
"870","23.254963","192.168.42.224","142.250.182.246","62098","443","TLSv1.3","212","","0x018"
"871","23.255219","192.168.42.224","142.250.182.246","62098","443","TLSv1.3","212","","0x018"
"872","23.258991","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x010"
"873","23.259042","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"874","23.259213","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x018"
"875","23.259235","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"876","23.259456","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x010"
"877","23.259478","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"878","23.259705","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x018"
"879","23.259725","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"880","23.263015","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x010"
"881","23.263053","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"882","23.263213","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x018"
"883","23.263232","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"884","23.264965","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x010"
"885","23.264993","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"886","23.265206","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x010"
"887","23.265224","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"888","23.265454","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x018"
"889","23.265473","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"890","23.266830","142.250.192.97","192.168.42.224","443","50836","QUIC","1399","",""
"891","23.266953","142.250.192.97","192.168.42.224","443","50836","QUIC","147","",""
"892","23.267101","192.168.42.224","142.250.192.97","50836","443","QUIC","86","",""
"893","23.269461","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x010"
"894","23.269487","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"895","23.269705","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x018"
"896","23.269726","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"897","23.269813","192.168.42.224","142.250.192.97","50836","443","QUIC","152","",""
"898","23.269925","192.168.42.224","142.250.192.97","50836","443","QUIC","111","",""
"899","23.269982","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x010"
"900","23.270002","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"901","23.271082","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x018"
"902","23.271104","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"903","23.272466","192.168.42.224","142.250.192.97","50836","443","QUIC","833","",""
"904","23.275101","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x010"
"905","23.275151","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"906","23.275334","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","1424","","0x018"
"907","23.275355","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
